fact_id,entity_id,entity_name,concept,value,unit,currency,period_start,period_end,available_date,source_title,source_url,page,page_basis,source_sha256,method,confidence,audit_status,approval_status,notes
AGA-2025-DEBT,E04,AngloGold Ashanti,current_debt,19,million,USD,2025-12-31,2025-12-31,2026-03-26,AngloGold Ashanti Annual Report 2025,https://reports.anglogoldashanti.com/25/download/AGA-AR25.pdf,160,PDF_PAGE_INDEX_1_BASED,958d89150d1125af3eb9032ac7f3c9da2c22c8bfd67e8447c688c8ad0c21dd35,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current borrowings
SANLAM-2024-INSREV,E08,Sanlam,insurance_revenue,93475,million,ZAR,2024-01-01,2024-12-31,2025-03-07,Sanlam Annual Financial Statements 2024,https://www.sanlam.com/downloads/integrated-report-and-annual-financial-statements/2024/Sanlam-AFS-2024-spreads.pdf,42,PDF_PAGE_INDEX_1_BASED,fc2487f72420917e9c52f78bc4a7800a1e4270781aa2117632f69680b4ca14da,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Insurance revenue
SANLAM-2024-CASH,E08,Sanlam,cash_and_cash_equivalents,34602,million,ZAR,2024-12-31,2024-12-31,2025-03-07,Sanlam Annual Financial Statements 2024,https://www.sanlam.com/downloads/integrated-report-and-annual-financial-statements/2024/Sanlam-AFS-2024-spreads.pdf,42,PDF_PAGE_INDEX_1_BASED,fc2487f72420917e9c52f78bc4a7800a1e4270781aa2117632f69680b4ca14da,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
SANLAM-2024-TERM,E08,Sanlam,term_finance,19769,million,ZAR,2024-12-31,2024-12-31,2025-03-07,Sanlam Annual Financial Statements 2024,https://www.sanlam.com/downloads/integrated-report-and-annual-financial-statements/2024/Sanlam-AFS-2024-spreads.pdf,42,PDF_PAGE_INDEX_1_BASED,fc2487f72420917e9c52f78bc4a7800a1e4270781aa2117632f69680b4ca14da,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Term finance
GF-2025-REV,E05,Gold Fields,revenue,8751.3,million,USD,2025-01-01,2025-12-31,2026-03-27,Gold Fields Annual Financial Report 2025,https://www.goldfields.com/pdf/investors/integrated-annual-reports/2025/afs-2025.pdf,72,PDF_PAGE_INDEX_1_BASED,0819d8e37085aaa5adb8305c3bcdd5b5a9631cf40f594950beaeb6c77077fc0a,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Revenue
GF-2025-CASH,E05,Gold Fields,cash_and_cash_equivalents,1779.2,million,USD,2025-12-31,2025-12-31,2026-03-27,Gold Fields Annual Financial Report 2025,https://www.goldfields.com/pdf/investors/integrated-annual-reports/2025/afs-2025.pdf,74,PDF_PAGE_INDEX_1_BASED,0819d8e37085aaa5adb8305c3bcdd5b5a9631cf40f594950beaeb6c77077fc0a,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
GF-2025-DEBT,E05,Gold Fields,current_debt,178.7,million,USD,2025-12-31,2025-12-31,2026-03-27,Gold Fields Annual Financial Report 2025,https://www.goldfields.com/pdf/investors/integrated-annual-reports/2025/afs-2025.pdf,74,PDF_PAGE_INDEX_1_BASED,0819d8e37085aaa5adb8305c3bcdd5b5a9631cf40f594950beaeb6c77077fc0a,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current portion of borrowings
ASPEN-2025-REV,E19,Aspen Pharmacare,revenue,43363,million,ZAR,2024-07-01,2025-06-30,2025-10-02,Aspen Annual Financial Statements 2025,https://www.aspenpharma.com/download/annual-financial-statements-2/,16,PDF_PAGE_INDEX_1_BASED,a091fee4d4b575781836440b929291617c128f8f857b2dd0a7e0dfb4c1bcc53d,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Revenue
ASPEN-2025-CASH,E19,Aspen Pharmacare,cash_and_cash_equivalents,6409,million,ZAR,2025-06-30,2025-06-30,2025-10-02,Aspen Annual Financial Statements 2025,https://www.aspenpharma.com/download/annual-financial-statements-2/,15,PDF_PAGE_INDEX_1_BASED,a091fee4d4b575781836440b929291617c128f8f857b2dd0a7e0dfb4c1bcc53d,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
ASPEN-2025-DEBT,E19,Aspen Pharmacare,current_debt,4612,million,ZAR,2025-06-30,2025-06-30,2025-10-02,Aspen Annual Financial Statements 2025,https://www.aspenpharma.com/download/annual-financial-statements-2/,15,PDF_PAGE_INDEX_1_BASED,a091fee4d4b575781836440b929291617c128f8f857b2dd0a7e0dfb4c1bcc53d,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current borrowings
VALTERRA-2025-REV,E06,Valterra Platinum,revenue,116330,million,ZAR,2025-01-01,2025-12-31,2026-03-27,Valterra Platinum Annual Financial Statements 2025,https://www.valterraplatinum.com/wp-content/uploads/2026/05/annual-financial-statements-2025.pdf,24,PDF_PAGE_INDEX_1_BASED,84ab45295a07c93d3fa39a24962c05ac600f45ed2c9683b16b4dc2cc7ba170f8,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Net revenue
VALTERRA-2025-CASH,E06,Valterra Platinum,cash_and_cash_equivalents,16602,million,ZAR,2025-12-31,2025-12-31,2026-03-27,Valterra Platinum Annual Financial Statements 2025,https://www.valterraplatinum.com/wp-content/uploads/2026/05/annual-financial-statements-2025.pdf,25,PDF_PAGE_INDEX_1_BASED,84ab45295a07c93d3fa39a24962c05ac600f45ed2c9683b16b4dc2cc7ba170f8,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
VALTERRA-2025-DEBT,E06,Valterra Platinum,current_debt,4046,million,ZAR,2025-12-31,2025-12-31,2026-03-27,Valterra Platinum Annual Financial Statements 2025,https://www.valterraplatinum.com/wp-content/uploads/2026/05/annual-financial-statements-2025.pdf,25,PDF_PAGE_INDEX_1_BASED,84ab45295a07c93d3fa39a24962c05ac600f45ed2c9683b16b4dc2cc7ba170f8,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current borrowings
VODACOM-2026-REV,E17,Vodacom Group,revenue,167652,million,ZAR,2025-04-01,2026-03-31,2026-06-12,Vodacom Consolidated and Separate Financial Statements 2026,https://vodacom-reports.co.za/integrated-reports/ir-2026/documents/vodacom-consolidated-and-separate-financial-statements-2026.pdf,19,PDF_PAGE_INDEX_1_BASED,d6f149d15a1e7a0edc82acd536f2d59644e2c9acce621a65878aa322390fd896,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Revenue
VODACOM-2026-CASH,E17,Vodacom Group,cash_and_cash_equivalents,31209,million,ZAR,2026-03-31,2026-03-31,2026-06-12,Vodacom Consolidated and Separate Financial Statements 2026,https://vodacom-reports.co.za/integrated-reports/ir-2026/documents/vodacom-consolidated-and-separate-financial-statements-2026.pdf,21,PDF_PAGE_INDEX_1_BASED,d6f149d15a1e7a0edc82acd536f2d59644e2c9acce621a65878aa322390fd896,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Bank and cash balances
VODACOM-2026-DEBT,E17,Vodacom Group,current_debt,8781,million,ZAR,2026-03-31,2026-03-31,2026-06-12,Vodacom Consolidated and Separate Financial Statements 2026,https://vodacom-reports.co.za/integrated-reports/ir-2026/documents/vodacom-consolidated-and-separate-financial-statements-2026.pdf,21,PDF_PAGE_INDEX_1_BASED,d6f149d15a1e7a0edc82acd536f2d59644e2c9acce621a65878aa322390fd896,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current borrowings
PROSUS-2026-REV,E14,Prosus,revenue,9705,million,USD,2025-04-01,2026-03-31,2026-06-29,Prosus Annual Report 2026,https://www.prosus.com/~/media/Files/P/prosus-corp-v2/results-reports-and-events-archive/annual-report/2026/fy2026-annual-report.pdf,141,PDF_PAGE_INDEX_1_BASED,3ea6278d374118f72fe41ac635d4b622bc1b59be44f5db9c0a7bc321ceabf077,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Continuing operations revenue
PROSUS-2026-CASH,E14,Prosus,cash_and_cash_equivalents,6682,million,USD,2026-03-31,2026-03-31,2026-06-29,Prosus Annual Report 2026,https://www.prosus.com/~/media/Files/P/prosus-corp-v2/results-reports-and-events-archive/annual-report/2026/fy2026-annual-report.pdf,140,PDF_PAGE_INDEX_1_BASED,3ea6278d374118f72fe41ac635d4b622bc1b59be44f5db9c0a7bc321ceabf077,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
PROSUS-2026-DEBT,E14,Prosus,current_debt,1953,million,USD,2026-03-31,2026-03-31,2026-06-29,Prosus Annual Report 2026,https://www.prosus.com/~/media/Files/P/prosus-corp-v2/results-reports-and-events-archive/annual-report/2026/fy2026-annual-report.pdf,140,PDF_PAGE_INDEX_1_BASED,3ea6278d374118f72fe41ac635d4b622bc1b59be44f5db9c0a7bc321ceabf077,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current portion of long-term liabilities
NASPERS-2026-REV,E15,Naspers,revenue,10848,million,USD,2025-04-01,2026-03-31,2026-06-29,Naspers Annual Financial Statements 2026,https://www.naspers.com/~/media/Files/N/Naspers-Corp-V2/results-reports-and-events-archive/latest-results/fy-2026/naspers-annual-financial-statements-2026.pdf,33,PDF_PAGE_INDEX_1_BASED,e0d23733f611c2b81f2b8c7362c492178fe52b3109472db1e08efe824298f17b,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Continuing operations revenue
NASPERS-2026-CASH,E15,Naspers,cash_and_cash_equivalents,6820,million,USD,2026-03-31,2026-03-31,2026-06-29,Naspers Annual Financial Statements 2026,https://www.naspers.com/~/media/Files/N/Naspers-Corp-V2/results-reports-and-events-archive/latest-results/fy-2026/naspers-annual-financial-statements-2026.pdf,32,PDF_PAGE_INDEX_1_BASED,e0d23733f611c2b81f2b8c7362c492178fe52b3109472db1e08efe824298f17b,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
NASPERS-2026-DEBT,E15,Naspers,current_debt,1987,million,USD,2026-03-31,2026-03-31,2026-06-29,Naspers Annual Financial Statements 2026,https://www.naspers.com/~/media/Files/N/Naspers-Corp-V2/results-reports-and-events-archive/latest-results/fy-2026/naspers-annual-financial-statements-2026.pdf,32,PDF_PAGE_INDEX_1_BASED,e0d23733f611c2b81f2b8c7362c492178fe52b3109472db1e08efe824298f17b,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current portion of long-term liabilities
CLICKS-2025-REV,E12,Clicks Group,revenue,51426.992,million,ZAR,2024-09-01,2025-08-31,2025-11-06,Clicks Group Annual Financial Statements 2025,https://clicksgroup.co.za/iar2025/wp-content/uploads/CGL-YE25-Annual-financial-statements.pdf,10,PDF_PAGE_INDEX_1_BASED,664c3ce033c0d36157277ae5ef9f28a933edd4acebc8cec649069cd20d9c576d,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Revenue
CLICKS-2025-CASH,E12,Clicks Group,cash_and_cash_equivalents,3255.770,million,ZAR,2025-08-31,2025-08-31,2025-11-06,Clicks Group Annual Financial Statements 2025,https://clicksgroup.co.za/iar2025/wp-content/uploads/CGL-YE25-Annual-financial-statements.pdf,10,PDF_PAGE_INDEX_1_BASED,664c3ce033c0d36157277ae5ef9f28a933edd4acebc8cec649069cd20d9c576d,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
CLICKS-2025-PAY,E12,Clicks Group,trade_payables,10912.537,million,ZAR,2025-08-31,2025-08-31,2025-11-06,Clicks Group Annual Financial Statements 2025,https://clicksgroup.co.za/iar2025/wp-content/uploads/CGL-YE25-Annual-financial-statements.pdf,10,PDF_PAGE_INDEX_1_BASED,664c3ce033c0d36157277ae5ef9f28a933edd4acebc8cec649069cd20d9c576d,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Trade and other payables
OUT-2025-REV,E07,OUTsurance Group,insurance_revenue,37131,million,ZAR,2024-07-01,2025-06-30,2025-09-15,OUTsurance Group Annual Financial Statements 2025,https://group.outsurance.co.za/globalassets/documents/investor-relations/reports-and-results/2025/ogl-annual-financial-statements-2025.pdf,19,PDF_PAGE_INDEX_1_BASED,3f03545e101a357d73e3f26863473adc341b4b0382ab2b8248b322900ef38b3c,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Insurance revenue
OUT-2025-CASH,E07,OUTsurance Group,cash_and_cash_equivalents,1865,million,ZAR,2025-06-30,2025-06-30,2025-09-15,OUTsurance Group Annual Financial Statements 2025,https://group.outsurance.co.za/globalassets/documents/investor-relations/reports-and-results/2025/ogl-annual-financial-statements-2025.pdf,21,PDF_PAGE_INDEX_1_BASED,3f03545e101a357d73e3f26863473adc341b4b0382ab2b8248b322900ef38b3c,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
OUT-2025-INS-LIAB,E07,OUTsurance Group,insurance_liabilities,16229,million,ZAR,2025-06-30,2025-06-30,2025-09-15,OUTsurance Group Annual Financial Statements 2025,https://group.outsurance.co.za/globalassets/documents/investor-relations/reports-and-results/2025/ogl-annual-financial-statements-2025.pdf,21,PDF_PAGE_INDEX_1_BASED,3f03545e101a357d73e3f26863473adc341b4b0382ab2b8248b322900ef38b3c,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Insurance liabilities
NEPI-2025-REV,E13,NEPI Rockcastle,gross_rental_income,624.348,million,EUR,2025-01-01,2025-12-31,2026-03-18,NEPI Rockcastle Annual Report 2025,https://nepirockcastle.com/wp-content/uploads/2026/03/NEPI_Rockcastle_Annual_Report_2025.pdf,311,PDF_PAGE_INDEX_1_BASED,4124bee2bfb55a181cda56963bd733605a2cc53a7882b1d6108358b33da479f3,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Gross rental income
NEPI-2025-CASH,E13,NEPI Rockcastle,cash_and_cash_equivalents,313.994,million,EUR,2025-12-31,2025-12-31,2026-03-18,NEPI Rockcastle Annual Report 2025,https://nepirockcastle.com/wp-content/uploads/2026/03/NEPI_Rockcastle_Annual_Report_2025.pdf,310,PDF_PAGE_INDEX_1_BASED,4124bee2bfb55a181cda56963bd733605a2cc53a7882b1d6108358b33da479f3,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Cash and cash equivalents
NEPI-2025-DEBT,E13,NEPI Rockcastle,current_debt,284.059,million,EUR,2025-12-31,2025-12-31,2026-03-18,NEPI Rockcastle Annual Report 2025,https://nepirockcastle.com/wp-content/uploads/2026/03/NEPI_Rockcastle_Annual_Report_2025.pdf,310,PDF_PAGE_INDEX_1_BASED,4124bee2bfb55a181cda56963bd733605a2cc53a7882b1d6108358b33da479f3,direct audited line item,0.99,AUDITED,PENDING_REVIEW,Current bonds
SHC-2025-REV,E20,Shaftesbury Capital plc,revenue,238.9,million,GBP,2025-01-01,2025-12-31,2026-02-25,Shaftesbury Capital Audited Preliminary Results 2025,https://senspdf.jse.co.za/documents/2026/JSE/isse/SHCE/FY25Result.pdf,21,PDF_PAGE_INDEX_1_BASED,71bcff13a20668eea8842f5ef28273ba787b0042b2fe7e1ea9faeb03b581ed53,direct audited preliminary line item,0.98,AUDITED,PENDING_REVIEW,Revenue
SHC-2025-CASH,E20,Shaftesbury Capital plc,cash_and_cash_equivalents,361.4,million,GBP,2025-12-31,2025-12-31,2026-02-25,Shaftesbury Capital Audited Preliminary Results 2025,https://senspdf.jse.co.za/documents/2026/JSE/isse/SHCE/FY25Result.pdf,22,PDF_PAGE_INDEX_1_BASED,71bcff13a20668eea8842f5ef28273ba787b0042b2fe7e1ea9faeb03b581ed53,direct audited preliminary line item,0.98,AUDITED,PENDING_REVIEW,Cash and cash equivalents
SHC-2025-DEBT,E20,Shaftesbury Capital plc,current_debt,438.4,million,GBP,2025-12-31,2025-12-31,2026-02-25,Shaftesbury Capital Audited Preliminary Results 2025,https://senspdf.jse.co.za/documents/2026/JSE/isse/SHCE/FY25Result.pdf,22,PDF_PAGE_INDEX_1_BASED,71bcff13a20668eea8842f5ef28273ba787b0042b2fe7e1ea9faeb03b581ed53,direct audited preliminary line item,0.98,AUDITED,PENDING_REVIEW,Current borrowings
